acquisition_campaignID,NPU_Count,Repeat_Rate,D7_Retention,D30_Retention,D60_Retention,Avg_Post_Tx,Avg_Post_GMV,Avg_Post_Discount,Post_Non_Promo_Tx_Share,Avg_Post_Category_Count,Avg_Post_Merchant_Count
8888,17.0,0.5294117647058824,0.17647058823529413,0.35294117647058826,0.4117647058823529,1.5294117647058822,152491.70588235295,2352.9411764705883,0.8846153846153846,0.6470588235294118,0.6470588235294118
8898,170.0,0.611764705882353,0.3860759493670886,0.7,0.8611111111111112,3.4941176470588236,802180.2176470588,7041.176470588235,0.8754208754208754,0.9705882352941176,1.2176470588235293
8899,14.0,0.6428571428571429,0.14285714285714285,0.3076923076923077,0.7,12.357142857142858,1604229.9285714286,7642.857142857143,0.9421965317919075,1.1428571428571428,1.7142857142857142
8901,29.0,0.8620689655172413,0.4827586206896552,0.7857142857142857,0.8148148148148148,9.931034482758621,2020893.5172413792,2758.6206896551726,0.9618055555555556,1.3448275862068966,1.4482758620689655
8908,4.0,0.5,0.5,0.5,0.3333333333333333,4.0,480158.5,6250.0,0.875,1.0,1.5
8909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8910,1.0,1.0,1.0,1.0,1.0,5.0,462049.0,20000.0,0.6,2.0,3.0
8911,2.0,1.0,1.0,1.0,1.0,22.0,12490420.0,2500.0,0.9772727272727273,2.0,2.0
8915,2.0,0.5,0.0,0.5,1.0,1.0,192000.0,15000.0,0.0,0.5,0.5
8918,2.0,0.5,0.0,0.0,0.0,0.5,98200.0,0.0,1.0,0.5,0.5
8919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8922,2.0,1.0,0.5,1.0,1.0,7.0,1721988.0,40000.0,0.5714285714285714,3.5,4.5
